Date,Home Team,Visitor Team,Home Score,Visitor Score,Location,Season,Season Type,Spread,Total,Result
10/3/2015,LSU,Eastern Michigan,44,22,Visitor,2015-16,Regular,22,66,W
10/3/2015,Auburn,San Jose State,35,21,Visitor,2015-16,Regular,14,56,W
10/3/2015,Colorado,Oregon,24,41,Visitor,2015-16,Regular,-17,65,L
10/3/2015,Clemson,Notre Dame,24,22,Visitor,2015-16,Regular,2,46,W
10/3/2015,Virginia Tech,Pittsburgh,13,17,Visitor,2015-16,Regular,-4,30,L
10/3/2015,Oklahoma State,Kansas State,36,34,Visitor,2015-16,Regular,2,70,W
10/3/2015,Arkansas State,Idaho,49,35,Visitor,2015-16,Regular,14,84,W
10/3/2015,Georgia State,Liberty,33,41,Visitor,2015-16,Regular,-8,74,L
10/3/2015,Kentucky,Eastern Kentucky,34,27,Visitor,2015-16,Regular,7,61,W
10/3/2015,Duke,Boston College,9,7,Visitor,2015-16,Regular,2,16,W
10/3/2015,Nevada,UNLV,17,23,Visitor,2015-16,Regular,-6,40,L
10/3/2015,Baylor,Texas Tech,63,35,Neutral,2015-16,Regular,28,98,W
10/3/2015,Wisconsin,Iowa,6,10,Visitor,2015-16,Regular,-4,16,L
10/3/2015,Michigan State,Purdue,24,21,Visitor,2015-16,Regular,3,45,W
10/3/2015,Troy,South Alabama,18,24,Visitor,2015-16,Regular,-6,42,L
10/3/2015,Georgia,Alabama,10,38,Visitor,2015-16,Regular,-28,48,L
10/3/2015,Georgia Tech,North Carolina,31,38,Visitor,2015-16,Regular,-7,69,L
10/3/2015,California,Washington State,34,28,Visitor,2015-16,Regular,6,62,W
10/3/2015,Penn State,Army,20,14,Visitor,2015-16,Regular,6,34,W
10/3/2015,SMU,East Carolina,23,49,Visitor,2015-16,Regular,-26,72,L
10/3/2015,Appalachian St,Wyoming,31,13,Visitor,2015-16,Regular,18,44,W
10/3/2015,Ball State,Toledo,10,24,Visitor,2015-16,Regular,-14,34,L
10/3/2015,UL Monroe,Georgia Southern,31,51,Visitor,2015-16,Regular,-20,82,L
10/3/2015,Maryland,Michigan,0,28,Visitor,2015-16,Regular,-28,28,L
10/3/2015,UCLA,Arizona State,23,38,Visitor,2015-16,Regular,-15,61,L
10/3/2015,Tulsa,Houston,24,38,Visitor,2015-16,Regular,-14,62,L
10/3/2015,Tennessee,Arkansas,20,24,Visitor,2015-16,Regular,-4,44,L
10/3/2015,NC State,Louisville,13,20,Visitor,2015-16,Regular,-7,33,L
10/3/2015,Kent,Miami Ohio,20,14,Visitor,2015-16,Regular,6,34,W
10/3/2015,Rice,Western Kentucky,10,49,Visitor,2015-16,Regular,-39,59,L
10/3/2015,Middle Tenn St,Vanderbilt,13,17,Visitor,2015-16,Regular,-4,30,L
10/3/2015,New Mexico,New Mexico State,38,29,Visitor,2015-16,Regular,9,67,W
10/3/2015,UTEP,UTSA,6,25,Visitor,2015-16,Regular,-19,31,L
10/8/2015,Houston,SMU,49,28,Visitor,2015-16,Regular,21,77,W
10/8/2015,USC,Washington,12,17,Visitor,2015-16,Regular,-5,29,L
10/9/2015,Marshall,Southern Miss,31,10,Visitor,2015-16,Regular,21,41,W
10/9/2015,Virginia Tech,NC State,28,13,Visitor,2015-16,Regular,15,41,W
10/10/2015,Mississippi,New Mexico State,52,3,Visitor,2015-16,Regular,49,55,W
10/10/2015,Tennessee,Georgia,38,31,Visitor,2015-16,Regular,7,69,W
10/10/2015,Arizona,Oregon State,44,7,Visitor,2015-16,Regular,37,51,W
10/10/2015,Arizona State,Colorado,48,23,Visitor,2015-16,Regular,25,71,W
10/10/2015,Texas,Oklahoma,24,17,Neutral,2015-16,Regular,7,41,W
10/10/2015,Texas Tech,Iowa State,66,31,Visitor,2015-16,Regular,35,97,W
10/10/2015,Temple,Tulane,49,10,Visitor,2015-16,Regular,39,59,W
10/10/2015,South Florida,Syracuse,45,24,Visitor,2015-16,Regular,21,69,W
10/10/2015,Nebraska,Wisconsin,21,23,Visitor,2015-16,Regular,-2,44,L
10/10/2015,Western Kentucky,Middle Tenn St,58,28,Visitor,2015-16,Regular,30,86,W
10/10/2015,Florida Intl,UTEP,52,12,Visitor,2015-16,Regular,40,64,W
10/10/2015,Northern Illinois,Ball State,59,41,Visitor,2015-16,Regular,18,100,W
10/10/2015,UL Lafayette,Texas State,49,27,Visitor,2015-16,Regular,22,76,W
10/10/2015,Bowling Green,Massachusetts,62,38,Visitor,2015-16,Regular,24,100,W
10/10/2015,Notre Dame,Navy,41,24,Visitor,2015-16,Regular,17,65,W
10/10/2015,Penn State,Indiana,29,7,Visitor,2015-16,Regular,22,36,W
10/10/2015,Ohio,Miami Ohio,34,3,Visitor,2015-16,Regular,31,37,W
10/10/2015,Toledo,Kent,38,7,Visitor,2015-16,Regular,31,45,W
10/10/2015,Michigan,Northwestern,38,0,Visitor,2015-16,Regular,38,38,W
10/10/2015,Nevada,New Mexico,35,17,Visitor,2015-16,Regular,18,52,W
10/10/2015,UTSA,Louisiana Tech,31,34,Visitor,2015-16,Regular,-3,65,L
10/10/2015,Rutgers,Michigan State,24,31,Visitor,2015-16,Regular,-7,55,L
10/10/2015,Clemson,Georgia Tech,43,24,Visitor,2015-16,Regular,19,67,W
10/10/2015,Kansas State,TCU,45,52,Visitor,2015-16,Regular,-7,97,L
10/10/2015,LSU,South Carolina,45,24,Visitor,2015-16,Regular,21,69,W
10/10/2015,Tulsa,UL Monroe,34,24,Visitor,2015-16,Regular,10,58,W
10/10/2015,Purdue,Minnesota,13,41,Visitor,2015-16,Regular,-28,54,L
10/10/2015,Utah,California,30,24,Visitor,2015-16,Regular,6,54,W
10/10/2015,North Texas,Portland State,7,66,Visitor,2015-16,Regular,-59,73,L
10/10/2015,Central Florida,Connecticut,13,40,Visitor,2015-16,Regular,-27,53,L
10/10/2015,Pittsburgh,Virginia,26,19,Visitor,2015-16,Regular,7,45,W
10/10/2015,Hawaii,San Diego State,14,28,Visitor,2015-16,Regular,-14,42,L
10/10/2015,Colorado State,Boise State,10,41,Visitor,2015-16,Regular,-31,51,L
10/10/2015,Mississippi St,Troy,45,17,Visitor,2015-16,Regular,28,62,W
10/10/2015,Oregon,Washington State,38,45,Visitor,2015-16,Regular,-7,83,L
10/10/2015,Kansas,Baylor,7,66,Visitor,2015-16,Regular,-59,73,L
10/10/2015,Texas,Oklahoma,24,17,Neutral,2015-16,Regular,7,41,W
10/10/2015,BYU,East Carolina,45,38,Visitor,2015-16,Regular,7,83,W
10/10/2015,Ohio State,Maryland,49,28,Visitor,2015-16,Regular,21,77,W
10/10/2015,Western Michigan,Central Michigan,41,39,Visitor,2015-16,Regular,2,80,W
10/10/2015,Georgia State,Appalachian St,3,37,Visitor,2015-16,Regular,-34,40,L
10/10/2015,Iowa,Illinois,29,20,Visitor,2015-16,Regular,9,49,W
10/10/2015,Army,Duke,3,44,Visitor,2015-16,Regular,-41,47,L
10/10/2015,Eastern Michigan,Akron,21,47,Visitor,2015-16,Regular,-26,68,L
10/10/2015,Fresno State,Utah State,14,56,Visitor,2015-16,Regular,-42,70,L
10/10/2015,West Virginia,Oklahoma State,26,33,Visitor,2015-16,Regular,-7,59,L
10/10/2015,Air Force,Wyoming,31,17,Visitor,2015-16,Regular,14,48,W
10/10/2015,Florida State,Miami Florida,29,24,Visitor,2015-16,Regular,5,53,W
10/10/2015,UNLV,San Jose State,27,33,Visitor,2015-16,Regular,-6,60,L
10/10/2015,Florida Atlantic,Rice,26,27,Visitor,2015-16,Regular,-1,53,L
10/10/2015,Boston College,Wake Forest,0,3,Visitor,2015-16,Regular,-3,3,L
10/10/2015,Missouri,Florida,3,21,Visitor,2015-16,Regular,-18,24,L
10/10/2015,Alabama,Arkansas,27,14,Visitor,2015-16,Regular,13,41,W
10/13/2015,South Alabama,Arkansas State,31,49,Visitor,2015-16,Regular,-18,80,L
10/15/2015,North Texas,Western Kentucky,28,55,Visitor,2015-16,Regular,-27,83,L
10/15/2015,Stanford,UCLA,56,35,Visitor,2015-16,Regular,21,91,W
10/15/2015,Kentucky,Auburn,27,30,Visitor,2015-16,Regular,-3,57,L
10/16/2015,BYU,Cincinnati,38,24,Visitor,2015-16,Regular,14,62,W
10/16/2015,Utah State,Boise State,52,26,Visitor,2015-16,Regular,26,78,W
10/16/2015,Fresno State,UNLV,31,28,Visitor,2015-16,Regular,3,59,W
10/16/2015,Tulane,Houston,7,42,Visitor,2015-16,Regular,-35,49,L
10/17/2015,Wyoming,Nevada,28,21,Visitor,2015-16,Regular,7,49,W
10/17/2015,Toledo,Eastern Michigan,63,20,Visitor,2015-16,Regular,43,83,W
10/17/2015,Utah,Arizona State,34,18,Visitor,2015-16,Regular,16,52,W
10/17/2015,Baylor,West Virginia,62,38,Visitor,2015-16,Regular,24,100,W
10/17/2015,Florida State,Louisville,41,21,Visitor,2015-16,Regular,20,62,W
10/17/2015,Miami Florida,Virginia Tech,30,20,Visitor,2015-16,Regular,10,50,W
10/17/2015,North Carolina,Wake Forest,50,14,Visitor,2015-16,Regular,36,64,W
10/17/2015,LSU,Florida,35,28,Visitor,2015-16,Regular,7,63,W
10/17/2015,Memphis,Mississippi,37,24,Visitor,2015-16,Regular,13,61,W
10/17/2015,Mississippi St,Louisiana Tech,45,20,Visitor,2015-16,Regular,25,65,W
10/17/2015,South Carolina,Vanderbilt,19,10,Visitor,2015-16,Regular,9,29,W
10/17/2015,Central Michigan,Buffalo,51,14,Visitor,2015-16,Regular,37,65,W
10/17/2015,Bowling Green,Akron,59,10,Visitor,2015-16,Regular,49,69,W
10/17/2015,Colorado State,Air Force,38,23,Visitor,2015-16,Regular,15,61,W
10/17/2015,Southern Miss,UTSA,32,10,Visitor,2015-16,Regular,22,42,W
10/17/2015,Notre Dame,USC,41,31,Visitor,2015-16,Regular,10,72,W
10/17/2015,Ohio State,Penn State,38,10,Visitor,2015-16,Regular,28,48,W
10/17/2015,Kansas,Texas Tech,20,30,Visitor,2015-16,Regular,-10,50,L
10/17/2015,Washington State,Oregon State,52,31,Visitor,2015-16,Regular,21,83,W
10/17/2015,Georgia Tech,Pittsburgh,28,31,Visitor,2015-16,Regular,-3,59,L
10/17/2015,Ohio,Western Michigan,14,49,Visitor,2015-16,Regular,-35,63,L
10/17/2015,Florida Atlantic,Marshall,17,33,Visitor,2015-16,Regular,-16,50,L
10/17/2015,Miami Ohio,Northern Illinois,12,45,Visitor,2015-16,Regular,-33,57,L
10/17/2015,Massachusetts,Kent,10,15,Visitor,2015-16,Regular,-5,25,L
10/17/2015,Troy,Idaho,16,19,Visitor,2015-16,Regular,-3,35,L
10/17/2015,Ball State,Georgia State,19,31,Visitor,2015-16,Regular,-12,50,L
10/17/2015,Clemson,Boston College,34,17,Visitor,2015-16,Regular,17,51,W
10/17/2015,Connecticut,South Florida,20,28,Visitor,2015-16,Regular,-8,48,L
10/17/2015,Army,Bucknell,21,14,Visitor,2015-16,Regular,7,35,W
10/17/2015,Georgia Southern,New Mexico State,56,26,Visitor,2015-16,Regular,30,82,W
10/17/2015,Temple,Central Florida,30,16,Visitor,2015-16,Regular,14,46,W
10/17/2015,Old Dominion,Charlotte U,37,34,Visitor,2015-16,Regular,3,71,W
10/17/2015,New Mexico,Hawaii,28,27,Visitor,2015-16,Regular,1,55,W
10/17/2015,Kansas State,Oklahoma,0,55,Visitor,2015-16,Regular,-55,55,L
10/17/2015,Georgia,Missouri,9,6,Visitor,2015-16,Regular,3,15,W
10/17/2015,Washington,Oregon,20,26,Visitor,2015-16,Regular,-6,46,L
10/17/2015,UL Monroe,Appalachian St,14,59,Visitor,2015-16,Regular,-45,73,L
10/17/2015,Texas A&M,Alabama,23,41,Visitor,2015-16,Regular,-18,64,L
10/17/2015,Iowa State,TCU,21,45,Visitor,2015-16,Regular,-24,66,L
10/17/2015,Michigan,Michigan State,23,27,Visitor,2015-16,Regular,-4,50,L
10/17/2015,Northwestern,Iowa,10,40,Visitor,2015-16,Regular,-30,50,L
10/17/2015,Middle Tenn St,Florida Intl,42,34,Visitor,2015-16,Regular,8,76,W
10/17/2015,Colorado,Arizona,31,38,Visitor,2015-16,Regular,-7,69,L
10/17/2015,Minnesota,Nebraska,25,48,Visitor,2015-16,Regular,-23,73,L
10/17/2015,San Jose State,San Diego State,7,30,Visitor,2015-16,Regular,-23,37,L
10/17/2015,Indiana,Rutgers,52,55,Visitor,2015-16,Regular,-3,107,L
10/17/2015,Virginia,Syracuse,44,38,Visitor,2015-16,Regular,6,82,W
10/17/2015,East Carolina,Tulsa,30,17,Visitor,2015-16,Regular,13,47,W
10/17/2015,Wisconsin,Purdue,24,7,Visitor,2015-16,Regular,17,31,W
10/20/2015,Arkansas State,UL Lafayette,37,27,Visitor,2015-16,Regular,10,64,W
10/22/2015,Appalachian St,Georgia Southern,31,13,Visitor,2015-16,Regular,18,44,W
10/22/2015,UCLA,California,40,24,Visitor,2015-16,Regular,16,64,W
10/22/2015,East Carolina,Temple,14,24,Visitor,2015-16,Regular,-10,38,L
10/23/2015,San Diego State,Utah State,48,14,Visitor,2015-16,Regular,34,62,W
10/23/2015,Tulsa,Memphis,42,66,Visitor,2015-16,Regular,-24,108,L
10/24/2015,Cincinnati,Connecticut,37,13,Visitor,2015-16,Regular,24,50,W
10/24/2015,Texas State,South Alabama,36,18,Visitor,2015-16,Regular,18,54,W
10/24/2015,USC,Utah,42,24,Visitor,2015-16,Regular,18,66,W
10/24/2015,Stanford,Washington,31,14,Visitor,2015-16,Regular,17,45,W
10/24/2015,South Florida,SMU,38,14,Visitor,2015-16,Regular,24,52,W
10/24/2015,Air Force,Fresno State,42,14,Visitor,2015-16,Regular,28,56,W
10/24/2015,Oklahoma,Texas Tech,63,27,Visitor,2015-16,Regular,36,90,W
10/24/2015,Texas,Kansas State,23,9,Visitor,2015-16,Regular,14,32,W
10/24/2015,Arkansas,Auburn,54,46,Visitor,2015-16,Regular,8,100,W
10/24/2015,LSU,Western Kentucky,48,20,Visitor,2015-16,Regular,28,68,W
10/24/2015,Mississippi St,Kentucky,42,16,Visitor,2015-16,Regular,26,58,W
10/24/2015,Vanderbilt,Missouri,10,3,Visitor,2015-16,Regular,7,13,W
10/24/2015,Syracuse,Pittsburgh,20,23,Visitor,2015-16,Regular,-3,43,L
10/24/2015,Maryland,Penn State,30,31,Neutral,2015-16,Regular,-1,61,L
10/24/2015,Michigan State,Indiana,52,26,Visitor,2015-16,Regular,26,78,W
10/24/2015,Buffalo,Ohio,41,17,Visitor,2015-16,Regular,24,58,W
10/24/2015,Ball State,Central Michigan,21,23,Visitor,2015-16,Regular,-2,44,L
10/24/2015,BYU,Wagner,70,6,Visitor,2015-16,Regular,64,76,W
10/24/2015,Louisiana Tech,Middle Tenn St,45,16,Visitor,2015-16,Regular,29,61,W
10/24/2015,Nevada,Hawaii,30,20,Visitor,2015-16,Regular,10,50,W
10/24/2015,Idaho,UL Monroe,27,13,Visitor,2015-16,Regular,14,40,W
10/24/2015,Florida Intl,Old Dominion,41,12,Visitor,2015-16,Regular,29,53,W
10/24/2015,San Jose State,New Mexico,31,21,Visitor,2015-16,Regular,10,52,W
10/24/2015,UTEP,Florida Atlantic,27,17,Visitor,2015-16,Regular,10,44,W
10/24/2015,Oklahoma State,Kansas,58,10,Visitor,2015-16,Regular,48,68,W
10/24/2015,Mississippi,Texas A&M,23,3,Visitor,2015-16,Regular,20,26,W
10/24/2015,Georgia Tech,Florida State,22,16,Visitor,2015-16,Regular,6,38,W
10/24/2015,Rice,Army,38,31,Visitor,2015-16,Regular,7,69,W
10/24/2015,Northern Illinois,Eastern Michigan,49,21,Visitor,2015-16,Regular,28,70,W
10/24/2015,Navy,Tulane,31,14,Visitor,2015-16,Regular,17,45,W
10/24/2015,Illinois,Wisconsin,13,24,Visitor,2015-16,Regular,-11,37,L
10/24/2015,Boise State,Wyoming,34,14,Visitor,2015-16,Regular,20,48,W
10/24/2015,Nebraska,Northwestern,28,30,Visitor,2015-16,Regular,-2,58,L
10/24/2015,Rutgers,Ohio State,7,49,Visitor,2015-16,Regular,-42,56,L
10/24/2015,Massachusetts,Toledo,35,51,Visitor,2015-16,Regular,-16,86,L
10/24/2015,New Mexico State,Troy,7,52,Visitor,2015-16,Regular,-45,59,L
10/24/2015,Arizona,Washington State,42,45,Visitor,2015-16,Regular,-3,87,L
10/24/2015,Oregon State,Colorado,13,17,Visitor,2015-16,Regular,-4,30,L
10/24/2015,Baylor,Iowa State,45,27,Visitor,2015-16,Regular,18,72,W
10/24/2015,Virginia Tech,Duke,43,45,Visitor,2015-16,Regular,-2,88,L
10/24/2015,Kent,Bowling Green,0,48,Visitor,2015-16,Regular,-48,48,L
10/24/2015,North Carolina,Virginia,26,13,Visitor,2015-16,Regular,13,39,W
10/24/2015,Wake Forest,NC State,17,35,Visitor,2015-16,Regular,-18,52,L
10/24/2015,Maryland,Penn State,30,31,Neutral,2015-16,Regular,-1,61,L
10/24/2015,Alabama,Tennessee,19,14,Visitor,2015-16,Regular,5,33,W
10/24/2015,Western Michigan,Miami Ohio,35,13,Visitor,2015-16,Regular,22,48,W
10/24/2015,Marshall,North Texas,30,13,Visitor,2015-16,Regular,17,43,W
10/24/2015,Central Florida,Houston,10,59,Visitor,2015-16,Regular,-49,69,L
10/24/2015,Louisville,Boston College,17,14,Visitor,2015-16,Regular,3,31,W
10/24/2015,Miami Florida,Clemson,0,58,Visitor,2015-16,Regular,-58,58,L
10/29/2015,TCU,West Virginia,40,10,Visitor,2015-16,Regular,30,50,W
10/29/2015,Miami Ohio,Buffalo,24,29,Visitor,2015-16,Regular,-5,53,L
10/29/2015,Georgia Southern,Texas State,37,13,Visitor,2015-16,Regular,24,50,W
10/29/2015,Pittsburgh,North Carolina,19,26,Visitor,2015-16,Regular,-7,45,L
10/29/2015,Eastern Michigan,Western Michigan,28,58,Visitor,2015-16,Regular,-30,86,L
10/29/2015,Arizona State,Oregon,55,61,Visitor,2015-16,Regular,-6,116,L
10/30/2015,Wake Forest,Louisville,19,20,Visitor,2015-16,Regular,-1,39,L
10/30/2015,Connecticut,East Carolina,31,13,Visitor,2015-16,Regular,18,44,W
10/30/2015,Utah State,Wyoming,58,27,Visitor,2015-16,Regular,31,85,W
10/30/2015,Rice,Louisiana Tech,17,42,Visitor,2015-16,Regular,-25,59,L
10/31/2015,Ball State,Massachusetts,20,10,Visitor,2015-16,Regular,10,30,W
10/31/2015,Cincinnati,Central Florida,52,7,Visitor,2015-16,Regular,45,59,W
10/31/2015,Penn State,Illinois,39,0,Visitor,2015-16,Regular,39,39,W
10/31/2015,Purdue,Nebraska,55,45,Visitor,2015-16,Regular,10,100,W
10/31/2015,Wisconsin,Rutgers,48,10,Visitor,2015-16,Regular,38,58,W
10/31/2015,Temple,Notre Dame,20,24,Visitor,2015-16,Regular,-4,44,L
10/31/2015,Houston,Vanderbilt,34,0,Visitor,2015-16,Regular,34,34,W
10/31/2015,Washington,Arizona,49,3,Visitor,2015-16,Regular,46,52,W
10/31/2015,Washington State,Stanford,28,30,Visitor,2015-16,Regular,-2,58,L
10/31/2015,Iowa State,Texas,24,0,Visitor,2015-16,Regular,24,24,W
10/31/2015,Old Dominion,Western Kentucky,30,55,Visitor,2015-16,Regular,-25,85,L
10/31/2015,Florida State,Syracuse,45,21,Visitor,2015-16,Regular,24,66,W
10/31/2015,Virginia,Georgia Tech,27,21,Visitor,2015-16,Regular,6,48,W
10/31/2015,Auburn,Mississippi,19,27,Visitor,2015-16,Regular,-8,46,L
10/31/2015,Navy,South Florida,29,17,Visitor,2015-16,Regular,12,46,W
10/31/2015,Florida,Georgia,27,3,Neutral,2015-16,Regular,24,30,W
10/31/2015,Florida Atlantic,Florida Intl,31,17,Visitor,2015-16,Regular,14,48,W
10/31/2015,North Texas,UTSA,30,23,Visitor,2015-16,Regular,7,53,W
10/31/2015,New Mexico State,Idaho,55,48,Visitor,2015-16,Regular,7,103,W
10/31/2015,Minnesota,Michigan,26,29,Visitor,2015-16,Regular,-3,55,L
10/31/2015,Charlotte U,Marshall,10,34,Visitor,2015-16,Regular,-24,44,L
10/31/2015,Texas Tech,Oklahoma State,53,70,Visitor,2015-16,Regular,-17,123,L
10/31/2015,Kentucky,Tennessee,21,52,Visitor,2015-16,Regular,-31,73,L
10/31/2015,Duke,Miami Florida,27,30,Visitor,2015-16,Regular,-3,57,L
10/31/2015,UL Lafayette,UL Monroe,30,24,Visitor,2015-16,Regular,6,54,W
10/31/2015,Appalachian St,Troy,44,41,Visitor,2015-16,Regular,3,85,W
10/31/2015,Utah,Oregon State,27,12,Visitor,2015-16,Regular,15,39,W
10/31/2015,Arkansas,Tennessee-Martin,63,28,Visitor,2015-16,Regular,35,91,W
10/31/2015,Southern Miss,UTEP,34,13,Visitor,2015-16,Regular,21,47,W
10/31/2015,SMU,Tulsa,31,40,Visitor,2015-16,Regular,-9,71,L
10/31/2015,UNLV,Boise State,27,55,Visitor,2015-16,Regular,-28,82,L
10/31/2015,Texas A&M,South Carolina,35,28,Visitor,2015-16,Regular,7,63,W
10/31/2015,California,USC,21,27,Visitor,2015-16,Regular,-6,48,L
10/31/2015,Kansas,Oklahoma,7,62,Visitor,2015-16,Regular,-55,69,L
10/31/2015,Iowa,Maryland,31,15,Visitor,2015-16,Regular,16,46,W
10/31/2015,Colorado State,San Diego State,17,41,Visitor,2015-16,Regular,-24,58,L
10/31/2015,Arkansas State,Georgia State,48,34,Visitor,2015-16,Regular,14,82,W
10/31/2015,Boston College,Virginia Tech,10,26,Visitor,2015-16,Regular,-16,36,L
10/31/2015,Akron,Central Michigan,6,14,Visitor,2015-16,Regular,-8,20,L
10/31/2015,Memphis,Tulane,41,13,Visitor,2015-16,Regular,28,54,W
10/31/2015,UCLA,Colorado,35,31,Visitor,2015-16,Regular,4,66,W
10/31/2015,Hawaii,Air Force,7,58,Visitor,2015-16,Regular,-51,65,L
10/31/2015,NC State,Clemson,41,56,Visitor,2015-16,Regular,-15,97,L
10/31/2015,Florida,Georgia,27,3,Neutral,2015-16,Regular,24,30,W
11/3/2015,Toledo,Northern Illinois,27,32,Visitor,2015-16,Regular,-5,59,L
11/4/2015,Bowling Green,Ohio,62,24,Visitor,2015-16,Regular,38,86,W
11/5/2015,Western Michigan,Ball State,54,7,Visitor,2015-16,Regular,47,61,W
11/5/2015,Kansas State,Baylor,24,31,Visitor,2015-16,Regular,-7,55,L
11/5/2015,Kent,Buffalo,17,18,Visitor,2015-16,Regular,-1,35,L
11/5/2015,Appalachian St,Arkansas State,27,40,Visitor,2015-16,Regular,-13,67,L
11/5/2015,Fresno State,Nevada,16,30,Visitor,2015-16,Regular,-14,46,L
11/5/2015,Missouri,Mississippi St,13,31,Visitor,2015-16,Regular,-18,44,L
11/6/2015,UTEP,Rice,24,21,Visitor,2015-16,Regular,3,45,W
11/6/2015,San Jose State,BYU,16,17,Visitor,2015-16,Regular,-1,33,L
11/6/2015,SMU,Temple,40,60,Visitor,2015-16,Regular,-20,100,L
11/7/2015,North Carolina,Duke,66,31,Visitor,2015-16,Regular,35,97,W
11/7/2015,Georgia,Kentucky,27,3,Visitor,2015-16,Regular,24,30,W
11/7/2015,Miami Ohio,Eastern Michigan,28,13,Visitor,2015-16,Regular,15,41,W
11/7/2015,Michigan,Rutgers,49,16,Visitor,2015-16,Regular,33,65,W
11/7/2015,Air Force,Army,20,3,Visitor,2015-16,Regular,17,23,W
11/7/2015,Louisville,Syracuse,41,17,Visitor,2015-16,Regular,24,58,W
11/7/2015,Northwestern,Penn State,23,21,Visitor,2015-16,Regular,2,44,W
11/7/2015,Tulane,Connecticut,3,7,Visitor,2015-16,Regular,-4,10,L
11/7/2015,Texas,Kansas,59,20,Visitor,2015-16,Regular,39,79,W
11/7/2015,New Mexico,Utah State,14,13,Visitor,2015-16,Regular,1,27,W
11/7/2015,Oklahoma,Iowa State,52,16,Visitor,2015-16,Regular,36,68,W
11/7/2015,Oklahoma State,TCU,49,29,Visitor,2015-16,Regular,20,78,W
11/7/2015,Louisiana Tech,North Texas,56,13,Visitor,2015-16,Regular,43,69,W
11/7/2015,Alabama,LSU,30,16,Visitor,2015-16,Regular,14,46,W
11/7/2015,Troy,UL Monroe,51,14,Visitor,2015-16,Regular,37,65,W
11/7/2015,UNLV,Hawaii,41,21,Visitor,2015-16,Regular,20,62,W
11/7/2015,Oregon,California,44,28,Visitor,2015-16,Regular,16,72,W
11/7/2015,Middle Tenn St,Marshall,27,24,Visitor,2015-16,Regular,3,51,W
11/7/2015,Nebraska,Michigan State,39,38,Visitor,2015-16,Regular,1,77,W
11/7/2015,Maryland,Wisconsin,24,31,Visitor,2015-16,Regular,-7,55,L
11/7/2015,Washington State,Arizona State,38,24,Visitor,2015-16,Regular,14,62,W
11/7/2015,Georgia State,UL Lafayette,21,23,Visitor,2015-16,Regular,-2,44,L
11/7/2015,Florida Intl,Charlotte U,48,31,Visitor,2015-16,Regular,17,79,W
11/7/2015,Washington,Utah,23,34,Visitor,2015-16,Regular,-11,57,L
11/7/2015,Purdue,Illinois,14,48,Visitor,2015-16,Regular,-34,62,L
11/7/2015,Western Kentucky,Florida Atlantic,35,19,Visitor,2015-16,Regular,16,54,W
11/7/2015,Oregon State,UCLA,0,41,Visitor,2015-16,Regular,-41,41,L
11/7/2015,Florida,Vanderbilt,9,7,Visitor,2015-16,Regular,2,16,W
11/7/2015,UTSA,Old Dominion,31,36,Visitor,2015-16,Regular,-5,67,L
11/7/2015,Pittsburgh,Notre Dame,30,42,Visitor,2015-16,Regular,-12,72,L
11/7/2015,Boston College,NC State,8,24,Visitor,2015-16,Regular,-16,32,L
11/7/2015,South Alabama,Idaho,52,45,Visitor,2015-16,Regular,7,97,W
11/7/2015,Texas State,New Mexico State,21,31,Visitor,2015-16,Regular,-10,52,L
11/7/2015,Clemson,Florida State,23,13,Visitor,2015-16,Regular,10,36,W
11/7/2015,Texas A&M,Auburn,10,26,Visitor,2015-16,Regular,-16,36,L
11/7/2015,USC,Arizona,38,30,Visitor,2015-16,Regular,8,68,W
11/7/2015,West Virginia,Texas Tech,31,26,Visitor,2015-16,Regular,5,57,W
11/7/2015,East Carolina,South Florida,17,22,Visitor,2015-16,Regular,-5,39,L
11/7/2015,Houston,Cincinnati,33,30,Visitor,2015-16,Regular,3,63,W
11/7/2015,Massachusetts,Akron,13,17,Visitor,2015-16,Regular,-4,30,L
11/7/2015,Wyoming,Colorado State,7,26,Visitor,2015-16,Regular,-19,33,L
11/7/2015,Colorado,Stanford,10,42,Visitor,2015-16,Regular,-32,52,L
11/7/2015,Tulsa,Central Florida,45,30,Visitor,2015-16,Regular,15,75,W
11/7/2015,Mississippi,Arkansas,52,53,Visitor,2015-16,Regular,-1,105,L
11/7/2015,Miami Florida,Virginia,27,21,Visitor,2015-16,Regular,6,48,W
11/7/2015,Ohio State,Minnesota,28,14,Visitor,2015-16,Regular,14,42,W
11/7/2015,Memphis,Navy,20,45,Visitor,2015-16,Regular,-25,65,L
11/7/2015,Tennessee,South Carolina,27,24,Visitor,2015-16,Regular,3,51,W
11/7/2015,Indiana,Iowa,27,35,Visitor,2015-16,Regular,-8,62,L
11/10/2015,Ohio,Kent,27,0,Visitor,2015-16,Regular,27,27,W
11/10/2015,Central Michigan,Toledo,23,28,Visitor,2015-16,Regular,-5,51,L
11/11/2015,Western Michigan,Bowling Green,27,41,Visitor,2015-16,Regular,-14,68,L
11/11/2015,Buffalo,Northern Illinois,30,41,Visitor,2015-16,Regular,-11,71,L
11/12/2015,South Alabama,UL Lafayette,32,25,Visitor,2015-16,Regular,7,57,W
11/12/2015,Georgia Tech,Virginia Tech,21,23,Visitor,2015-16,Regular,-2,44,L
11/13/2015,Colorado,USC,24,27,Visitor,2015-16,Regular,-3,51,L
