Play,Home Team,Visitor Team,Home Score,Visitor Score,Event Date,Odds,Result,Units Won,Home / Visitor,Season,Season Type
Play On Florida State,Clemson,Florida State,31,14,11/11/2017,16.5,L,-100,Visitor,2017-18,Regular
Play On Arkansas State,South Alabama,Arkansas State,24,19,11/11/2017,-13,L,-100,Visitor,2017-18,Regular
Play On Alabama,Mississippi St,Alabama,24,31,11/11/2017,-14.5,L,-100,Visitor,2017-18,Regular
Play On Georgia State,Texas State,Georgia State,30,33,11/11/2017,-5.5,L,-100,Visitor,2017-18,Regular
Play On Michigan State,Ohio State,Michigan State,48,3,11/11/2017,17.5,L,-100,Visitor,2017-18,Regular
Play On Indiana,Illinois,Indiana,14,24,11/11/2017,-10.5,L,-100,Visitor,2017-18,Regular
Play On Nebraska,Minnesota,Nebraska,54,21,11/11/2017,0,L,-100,Visitor,2017-18,Regular
Play On Baylor,Baylor,Texas Tech,24,38,11/11/2017,10,L,-100,Neutral,2017-18,Regular
Play On New Mexico,Texas A&M,New Mexico,55,14,11/11/2017,19,L,-100,Visitor,2017-18,Regular
Play On Oklahoma State,Iowa State,Oklahoma State,42,49,11/11/2017,-7.5,L,-100,Visitor,2017-18,Regular
Play On Florida,South Carolina,Florida,28,20,11/11/2017,4.5,L,-100,Visitor,2017-18,Regular
Play On Virginia Tech,Georgia Tech,Virginia Tech,28,22,11/11/2017,-2.5,L,-100,Visitor,2017-18,Regular
Play On Georgia,Auburn,Georgia,40,17,11/11/2017,-2.5,L,-100,Visitor,2017-18,Regular
Play On TCU,Oklahoma,TCU,38,20,11/11/2017,6,L,-100,Visitor,2017-18,Regular
Play On Arkansas,LSU,Arkansas,33,10,11/11/2017,18,L,-100,Visitor,2017-18,Regular
Play On Iowa,Wisconsin,Iowa,38,14,11/11/2017,12.5,L,-100,Visitor,2017-18,Regular
Play On Arizona State,UCLA,Arizona State,44,37,11/11/2017,3,L,-100,Visitor,2017-18,Regular
Play On Virginia,Louisville,Virginia,38,21,11/11/2017,13.5,L,-100,Visitor,2017-18,Regular
Play On Oregon State,Arizona,Oregon State,49,28,11/11/2017,20.5,L,-100,Visitor,2017-18,Regular
Play On UL Lafayette,Mississippi,UL Lafayette,50,22,11/11/2017,23,L,-100,Visitor,2017-18,Regular
Play On Purdue,Northwestern,Purdue,23,13,11/11/2017,6.5,L,-100,Visitor,2017-18,Regular
Play On Notre Dame,Miami Florida,Notre Dame,41,8,11/11/2017,-3.5,L,-100,Visitor,2017-18,Regular
Play On Middle Tenn St,Charlotte U,Middle Tenn St,21,35,11/11/2017,-16,L,-100,Visitor,2017-18,Regular
Play On Southern Miss,Rice,Southern Miss,34,43,11/11/2017,-10.5,L,-100,Visitor,2017-18,Regular
Play On SMU,Navy,SMU,43,40,11/11/2017,1.5,L,-100,Visitor,2017-18,Regular
Play On Massachusetts,Massachusetts,Maine,44,31,11/11/2017,-16,L,-100,Neutral,2017-18,Regular
Play On UTEP,North Texas,UTEP,45,10,11/11/2017,24,L,-100,Visitor,2017-18,Regular
Play On USC,Colorado,USC,24,38,11/11/2017,-14,P,0,Visitor,2017-18,Regular
Play On Tulane,East Carolina,Tulane,24,31,11/11/2017,-7,P,0,Visitor,2017-18,Regular
Play On NC State,Boston College,NC State,14,17,11/11/2017,-3,P,0,Visitor,2017-18,Regular
Play On Connecticut,Central Florida,Connecticut,49,24,11/11/2017,39,W,85.5,Visitor,2017-18,Regular
Play On Boise State,Colorado State,Boise State,52,59,11/11/2017,-6.5,W,86.2,Visitor,2017-18,Regular
Play On Maine,Massachusetts,Maine,44,31,11/11/2017,16,W,90.1,Neutral,2017-18,Regular
Play On Old Dominion,Florida Intl,Old Dominion,30,37,11/11/2017,10,W,90.1,Visitor,2017-18,Regular
Play On Rutgers,Penn State,Rutgers,35,6,11/11/2017,31,W,90.9,Visitor,2017-18,Regular
Play On Western Kentucky,Marshall,Western Kentucky,30,23,11/11/2017,10,W,90.9,Visitor,2017-18,Regular
Play On West Virginia,Kansas State,West Virginia,23,28,11/11/2017,-3,W,91.7,Visitor,2017-18,Regular
Play On UAB,UTSA,UAB,19,24,11/11/2017,7,W,91.7,Visitor,2017-18,Regular
Play On Florida Atlantic,Louisiana Tech,Florida Atlantic,23,48,11/11/2017,-3.5,W,92.6,Visitor,2017-18,Regular
Play On Washington State,Utah,Washington State,25,33,11/11/2017,-1,W,93.5,Visitor,2017-18,Regular
Play On Michigan,Maryland,Michigan,10,35,11/11/2017,-14.5,W,93.5,Visitor,2017-18,Regular
Play On Kansas,Texas,Kansas,42,27,11/11/2017,32,W,94.3,Visitor,2017-18,Regular
Play On Texas Tech,Baylor,Texas Tech,24,38,11/11/2017,-10,W,97.1,Neutral,2017-18,Regular
Play On Fresno State,Hawaii,Fresno State,21,31,11/11/2017,-9.5,W,97.1,Visitor,2017-18,Regular
Play On Wyoming,Air Force,Wyoming,14,28,11/11/2017,2.5,W,99,Visitor,2017-18,Regular
Play On Wake Forest,Syracuse,Wake Forest,43,64,11/11/2017,-2.5,W,100,Visitor,2017-18,Regular
Play On Kentucky,Vanderbilt,Kentucky,21,44,11/11/2017,2.5,W,100,Visitor,2017-18,Regular
Play On Troy,Coastal Carolina,Troy,17,42,11/11/2017,-17.5,W,102,Visitor,2017-18,Regular
Play On Ohio,Akron,Ohio,37,34,11/14/2017,-14.5,L,-100,Visitor,2017-18,Regular
Play On Central Michigan,Kent,Central Michigan,23,42,11/14/2017,-17,W,93.5,Visitor,2017-18,Regular
Play On Toledo,Bowling Green,Toledo,37,66,11/15/2017,-17,W,94.3,Visitor,2017-18,Regular
Play On Eastern Michigan,Miami Ohio,Eastern Michigan,24,27,11/15/2017,1.5,W,94.3,Visitor,2017-18,Regular
Play On Western Michigan,Northern Illinois,Western Michigan,35,31,11/15/2017,8.5,W,102,Visitor,2017-18,Regular
Play On Buffalo,Ball State,Buffalo,24,40,11/16/2017,-17,L,-100,Visitor,2017-18,Regular
Play On Tulsa,South Florida,Tulsa,27,20,11/16/2017,23.5,W,94.3,Visitor,2017-18,Regular
Play On Middle Tenn St,Western Kentucky,Middle Tenn St,41,38,11/17/2017,-1.5,L,-100,Visitor,2017-18,Regular
Play On UNLV,New Mexico,UNLV,35,38,11/17/2017,2.5,W,103,Visitor,2017-18,Regular
Play On Delaware State,Florida State,Delaware State,77,6,11/18/2017,51,L,-100,Visitor,2017-18,Regular
Play On Oklahoma,Kansas,Oklahoma,3,41,11/18/2017,-40,L,-100,Visitor,2017-18,Regular
Play On Rutgers,Indiana,Rutgers,41,0,11/18/2017,12,L,-100,Visitor,2017-18,Regular
Play On Mississippi St,Arkansas,Mississippi St,21,28,11/18/2017,-14,L,-100,Visitor,2017-18,Regular
Play On Georgia Tech,Duke,Georgia Tech,43,20,11/18/2017,-6.5,L,-100,Visitor,2017-18,Regular
Play On Syracuse,Louisville,Syracuse,56,10,11/18/2017,15.5,L,-100,Visitor,2017-18,Regular
Play On Western Carolina,North Carolina,Western Carolina,65,10,11/18/2017,21,L,-100,Visitor,2017-18,Regular
Play On Air Force,Boise State,Air Force,44,19,11/18/2017,17.5,L,-100,Visitor,2017-18,Regular
Play On Minnesota,Northwestern,Minnesota,39,0,11/18/2017,7,L,-100,Visitor,2017-18,Regular
Play On Citadel,Clemson,Citadel,61,3,11/18/2017,45,L,-100,Visitor,2017-18,Regular
Play On SMU,Memphis,SMU,66,45,11/18/2017,10.5,L,-100,Visitor,2017-18,Regular
Play On Hawaii,Utah State,Hawaii,38,0,11/18/2017,10.5,L,-100,Visitor,2017-18,Regular
Play On Kentucky,Georgia,Kentucky,42,13,11/18/2017,23.5,L,-100,Visitor,2017-18,Regular
Play On Michigan,Wisconsin,Michigan,24,10,11/18/2017,6.5,L,-100,Visitor,2017-18,Regular
Play On New Mexico State,UL Lafayette,New Mexico State,47,34,11/18/2017,-3.5,L,-100,Visitor,2017-18,Regular
Play On UAB,Florida,UAB,36,7,11/18/2017,10.5,L,-100,Visitor,2017-18,Regular
Play On Arizona,Oregon,Arizona,48,28,11/18/2017,3,L,-100,Visitor,2017-18,Regular
Play On Houston,Tulane,Houston,20,17,11/18/2017,-9.5,L,-100,Visitor,2017-18,Regular
Play On NC State,Wake Forest,NC State,30,24,11/18/2017,3,L,-100,Visitor,2017-18,Regular
Play On Cincinnati,East Carolina,Cincinnati,48,20,11/18/2017,-4.5,L,-100,Visitor,2017-18,Regular
Play On Mercer,Alabama,Mercer,56,0,11/18/2017,49,L,-100,Visitor,2017-18,Regular
Play On Charlotte U,Southern Miss,Charlotte U,66,21,11/18/2017,17.5,L,-100,Visitor,2017-18,Regular
Play On South Alabama,Georgia Southern,South Alabama,52,0,11/18/2017,-6,L,-100,Visitor,2017-18,Regular
Play On Army,North Texas,Army,52,49,11/18/2017,2,L,-100,Visitor,2017-18,Regular
Play On Florida Intl,Florida Atlantic,Florida Intl,52,24,11/18/2017,14.5,L,-100,Visitor,2017-18,Regular
Play On Connecticut,Boston College,Connecticut,16,39,11/18/2017,21,L,-100,Neutral,2017-18,Regular
Play On Nevada,San Diego State,Nevada,42,23,11/18/2017,17,L,-100,Visitor,2017-18,Regular
Play On TCU,Texas Tech,TCU,3,27,11/18/2017,-6.5,W,82.6,Visitor,2017-18,Regular
Play On LSU,Tennessee,LSU,10,30,11/18/2017,-17,W,87,Visitor,2017-18,Regular
Play On Missouri,Vanderbilt,Missouri,17,45,11/18/2017,-7.5,W,87,Visitor,2017-18,Regular
Play On Coastal Carolina,Idaho,Coastal Carolina,7,13,11/18/2017,7,W,87,Visitor,2017-18,Regular
Play On Arizona State,Oregon State,Arizona State,24,40,11/18/2017,-7,W,87.7,Visitor,2017-18,Regular
Play On San Jose State,Colorado State,San Jose State,42,14,11/18/2017,32.5,W,89.3,Visitor,2017-18,Regular
Play On Massachusetts,BYU,Massachusetts,10,16,11/18/2017,3.5,W,90.9,Visitor,2017-18,Regular
Play On Utah,Washington,Utah,33,30,11/18/2017,17.5,W,91.7,Visitor,2017-18,Regular
Play On California,Stanford,California,17,14,11/18/2017,14,W,92.6,Visitor,2017-18,Regular
Play On Texas State,Arkansas State,Texas State,30,12,11/18/2017,26.5,W,92.6,Visitor,2017-18,Regular
Play On Kansas State,Oklahoma State,Kansas State,40,45,11/18/2017,19.5,W,93.5,Visitor,2017-18,Regular
Play On Pittsburgh,Virginia Tech,Pittsburgh,20,14,11/18/2017,14,W,94.3,Visitor,2017-18,Regular
Play On Wofford,South Carolina,Wofford,31,10,11/18/2017,23.5,W,94.3,Visitor,2017-18,Regular
Play On Central Florida,Temple,Central Florida,19,45,11/18/2017,-13,W,94.3,Visitor,2017-18,Regular
Play On Fresno State,Wyoming,Fresno State,7,13,11/18/2017,0,W,94.3,Visitor,2017-18,Regular
Play On Louisiana Tech,UTEP,Louisiana Tech,21,42,11/18/2017,-16.5,W,94.3,Visitor,2017-18,Regular
Play On Navy,Notre Dame,Navy,24,17,11/18/2017,21,W,94.3,Visitor,2017-18,Regular
Play On Virginia,Miami Florida,Virginia,44,28,11/18/2017,20.5,W,95.2,Visitor,2017-18,Regular
Play On Purdue,Iowa,Purdue,15,24,11/18/2017,6,W,96.2,Visitor,2017-18,Regular
Play On Boston College,Boston College,Connecticut,16,39,11/18/2017,-21,W,96.2,Neutral,2017-18,Regular
Play On Maryland,Michigan State,Maryland,17,7,11/18/2017,13.5,W,97.1,Visitor,2017-18,Regular
Play On Nebraska,Penn State,Nebraska,56,44,11/18/2017,27.5,W,97.1,Visitor,2017-18,Regular
Play On Iowa State,Baylor,Iowa State,13,23,11/18/2017,-7.5,W,97.1,Visitor,2017-18,Regular
Play On UCLA,USC,UCLA,28,23,11/18/2017,14.5,W,99,Visitor,2017-18,Regular
Play On Marshall,UTSA,Marshall,9,7,11/18/2017,3,W,99,Visitor,2017-18,Regular
Play On UL Monroe,Auburn,UL Monroe,42,14,11/18/2017,38,W,100,Visitor,2017-18,Regular
Play On Texas,West Virginia,Texas,14,28,11/18/2017,3,W,100,Visitor,2017-18,Regular
Play On Illinois,Ohio State,Illinois,52,14,11/18/2017,41,W,102,Visitor,2017-18,Regular
Play On Texas A&M,Mississippi,Texas A&M,24,31,11/18/2017,-3,W,103,Visitor,2017-18,Regular
Play On Rice,Old Dominion,Rice,24,21,11/18/2017,7,W,107,Visitor,2017-18,Regular
Play On Kent,Akron,Kent,24,14,11/21/2017,14.5,W,89.3,Visitor,2017-18,Regular
Play On Miami Ohio,Ball State,Miami Ohio,7,28,11/21/2017,-17.5,W,94.3,Visitor,2017-18,Regular
Play On Bowling Green,Eastern Michigan,Bowling Green,34,31,11/21/2017,14,W,109,Visitor,2017-18,Regular
Play On Mississippi,Mississippi St,Mississippi,28,31,11/23/2017,14,W,97.1,Visitor,2017-18,Regular
Play On Western Michigan,Toledo,Western Michigan,37,10,11/24/2017,11.5,L,-100,Visitor,2017-18,Regular
Play On Navy,Houston,Navy,24,14,11/24/2017,6.5,L,-100,Visitor,2017-18,Regular
Play On Northern Illinois,Central Michigan,Northern Illinois,31,24,11/24/2017,-2.5,L,-100,Visitor,2017-18,Regular
Play On Miami Florida,Pittsburgh,Miami Florida,24,14,11/24/2017,-12,L,-100,Visitor,2017-18,Regular
Play On Ohio,Buffalo,Ohio,31,24,11/24/2017,-7,L,-100,Visitor,2017-18,Regular
Play On Missouri,Arkansas,Missouri,45,48,11/24/2017,-10,L,-100,Visitor,2017-18,Regular
Play On New Mexico,San Diego State,New Mexico,35,10,11/24/2017,20,L,-100,Visitor,2017-18,Regular
Play On Western Kentucky,Florida Intl,Western Kentucky,41,17,11/24/2017,-3,L,-100,Visitor,2017-18,Regular
Play On Texas State,Troy,Texas State,62,9,11/24/2017,23.5,L,-100,Visitor,2017-18,Regular
Play On Iowa,Nebraska,Iowa,14,56,11/24/2017,-4.5,W,87,Visitor,2017-18,Regular
Play On Texas Tech,Texas,Texas Tech,23,27,11/24/2017,7.5,W,94.3,Visitor,2017-18,Regular
Play On Virginia Tech,Virginia,Virginia Tech,0,10,11/24/2017,-7,W,98,Visitor,2017-18,Regular
Play On California,UCLA,California,30,27,11/24/2017,7,W,98,Visitor,2017-18,Regular
Play On Baylor,TCU,Baylor,45,22,11/24/2017,24.5,W,106,Visitor,2017-18,Regular
Play On South Florida,Central Florida,South Florida,49,42,11/24/2017,10,W,106,Visitor,2017-18,Regular
Play On Ohio State,Michigan,Ohio State,20,31,11/25/2017,-12.5,L,-100,Visitor,2017-18,Regular
Play On Indiana,Purdue,Indiana,31,24,11/25/2017,1,L,-100,Visitor,2017-18,Regular
Play On East Carolina,Memphis,East Carolina,70,13,11/25/2017,29.5,L,-100,Visitor,2017-18,Regular
Play On Texas A&M,LSU,Texas A&M,45,21,11/25/2017,10.5,L,-100,Visitor,2017-18,Regular
Play On UTSA,Louisiana Tech,UTSA,20,6,11/25/2017,0,L,-100,Visitor,2017-18,Regular
Play On Washington State,Washington,Washington State,41,14,11/25/2017,9.5,L,-100,Visitor,2017-18,Regular
Play On Arizona,Arizona State,Arizona,42,30,11/25/2017,-2,L,-100,Visitor,2017-18,Regular
Play On Colorado,Utah,Colorado,34,13,11/25/2017,9.5,L,-100,Visitor,2017-18,Regular
Play On Utah State,Air Force,Utah State,38,35,11/25/2017,2.5,L,-100,Visitor,2017-18,Regular
Play On Alabama,Auburn,Alabama,26,14,11/25/2017,-5,L,-100,Visitor,2017-18,Regular
Play On Wyoming,San Jose State,Wyoming,20,17,11/25/2017,-18.5,L,-100,Visitor,2017-18,Regular
Play On Oregon State,Oregon,Oregon State,69,10,11/25/2017,25.5,L,-100,Visitor,2017-18,Regular
Play On West Virginia,Oklahoma,West Virginia,59,31,11/25/2017,23,L,-100,Visitor,2017-18,Regular
Play On Notre Dame,Stanford,Notre Dame,38,20,11/25/2017,-3,L,-100,Visitor,2017-18,Regular
Play On Kansas,Oklahoma State,Kansas,58,17,11/25/2017,40.5,L,-100,Visitor,2017-18,Regular
Play On Florida Atlantic,Charlotte U,Florida Atlantic,12,31,11/25/2017,-24.5,L,-100,Visitor,2017-18,Regular
Play On Old Dominion,Middle Tenn St,Old Dominion,41,10,11/25/2017,13.5,L,-100,Visitor,2017-18,Regular
Play On UNLV,Nevada,UNLV,23,16,11/25/2017,3.5,L,-100,Visitor,2017-18,Regular
Play On Boise State,Fresno State,Boise State,28,17,11/25/2017,-6.5,L,-100,Visitor,2017-18,Regular
Play On UTEP,UAB,UTEP,28,7,11/25/2017,21,P,0,Visitor,2017-18,Regular
Play On BYU,Hawaii,BYU,20,30,11/25/2017,-3,W,84.7,Visitor,2017-18,Regular
Play On North Texas,Rice,North Texas,14,30,11/25/2017,-12.5,W,87,Visitor,2017-18,Regular
Play On Duke,Wake Forest,Duke,23,31,11/25/2017,10.5,W,89.3,Visitor,2017-18,Regular
Play On Michigan State,Rutgers,Michigan State,7,40,11/25/2017,-13.5,W,89.3,Visitor,2017-18,Regular
Play On Arkansas State,UL Monroe,Arkansas State,50,67,11/25/2017,-8.5,W,89.3,Visitor,2017-18,Regular
Play On Temple,Tulsa,Temple,22,43,11/25/2017,-4.5,W,90.1,Visitor,2017-18,Regular
Play On Boston College,Syracuse,Boston College,14,42,11/25/2017,-4,W,90.9,Visitor,2017-18,Regular
Play On Clemson,South Carolina,Clemson,10,34,11/25/2017,-12,W,90.9,Visitor,2017-18,Regular
Play On Georgia,Georgia Tech,Georgia,7,38,11/25/2017,-11.5,W,90.9,Visitor,2017-18,Regular
Play On Georgia Southern,UL Lafayette,Georgia Southern,24,34,11/25/2017,4.5,W,93.5,Visitor,2017-18,Regular
Play On Wisconsin,Minnesota,Wisconsin,0,31,11/25/2017,-20,W,94.3,Visitor,2017-18,Regular
Play On Connecticut,Cincinnati,Connecticut,22,21,11/25/2017,6.5,W,95.2,Visitor,2017-18,Regular
Play On Louisville,Kentucky,Louisville,17,44,11/25/2017,-10,W,96.2,Visitor,2017-18,Regular
Play On Northwestern,Illinois,Northwestern,7,42,11/25/2017,-16.5,W,97.1,Visitor,2017-18,Regular
Play On Vanderbilt,Tennessee,Vanderbilt,24,42,11/25/2017,2.5,W,97.1,Visitor,2017-18,Regular
Play On Iowa State,Kansas State,Iowa State,20,19,11/25/2017,2.5,W,98,Visitor,2017-18,Regular
Play On North Carolina,NC State,North Carolina,33,21,11/25/2017,14.5,W,98,Visitor,2017-18,Regular
Play On Penn State,Maryland,Penn State,3,66,11/25/2017,-23,W,98,Visitor,2017-18,Regular
Play On Appalachian St,Georgia State,Appalachian St,10,31,11/25/2017,-6.5,W,100,Visitor,2017-18,Regular
Play On Southern Miss,Marshall,Southern Miss,27,28,11/25/2017,2,W,100,Visitor,2017-18,Regular
Play On Idaho,New Mexico State,Idaho,17,10,11/25/2017,10,W,101,Visitor,2017-18,Regular
Play On Florida State,Florida,Florida State,22,38,11/25/2017,-5,W,102,Visitor,2017-18,Regular
Play On Tulane,SMU,Tulane,41,38,11/25/2017,7,W,104,Visitor,2017-18,Regular
Play On USC,USC,Stanford,31,28,12/1/2017,-3.5,L,-100,Neutral,2017-18,Regular
Play On Stanford,USC,Stanford,31,28,12/1/2017,3.5,W,96.2,Neutral,2017-18,Regular
Play On UL Monroe,Florida State,UL Monroe,42,10,12/2/2017,26,L,-100,Visitor,2017-18,Regular
Play On UL Lafayette,Appalachian St,UL Lafayette,63,14,12/2/2017,14,L,-100,Visitor,2017-18,Regular
Play On Georgia Southern,Coastal Carolina,Georgia Southern,28,17,12/2/2017,-3,L,-100,Visitor,2017-18,Regular
Play On Massachusetts,Florida Intl,Massachusetts,63,45,12/2/2017,-2.5,L,-100,Visitor,2017-18,Regular
Play On Miami Florida,Clemson,Miami Florida,38,3,12/2/2017,12.5,L,-100,Neutral,2017-18,Regular
Play On North Texas,Florida Atlantic,North Texas,41,17,12/2/2017,10.5,L,-100,Visitor,2017-18,Regular
Play On Wisconsin,Wisconsin,Ohio State,21,27,12/2/2017,3.5,L,-100,Neutral,2017-18,Regular
Play On Toledo,Toledo,Akron,45,28,12/2/2017,-20.5,L,-100,Neutral,2017-18,Regular
Play On Memphis,Central Florida,Memphis,62,55,12/2/2017,6.5,L,-100,Visitor,2017-18,Regular
Play On Furman,Wofford,Furman,28,10,12/2/2017,2.5,L,-100,Visitor,2017-18,Postseason
Play On TCU,Oklahoma,TCU,41,17,12/2/2017,7,L,-100,Neutral,2017-18,Regular
Play On Auburn,Auburn,Georgia,7,28,12/2/2017,1.5,L,-100,Neutral,2017-18,Regular
Play On Northern Iowa,South Dakota State,Northern Iowa,37,22,12/2/2017,6.5,L,-100,Visitor,2017-18,Postseason
Play On South Dakota,Sam Houston State,South Dakota,54,42,12/2/2017,-3.5,L,-100,Visitor,2017-18,Postseason
Play On San Diego,North Dakota State,San Diego,38,3,12/2/2017,26.5,L,-100,Visitor,2017-18,Postseason
Play On Stony Brook,James Madison,Stony Brook,26,7,12/2/2017,19.5,W,90.9,Visitor,2017-18,Postseason
Play On New Hampshire,Central Arkansas,New Hampshire,15,21,12/2/2017,16.5,W,90.9,Visitor,2017-18,Postseason
Play On Akron,Toledo,Akron,45,28,12/2/2017,20.5,W,92.6,Neutral,2017-18,Regular
Play On Oklahoma,Oklahoma,TCU,41,17,12/2/2017,-7,W,92.6,Neutral,2017-18,Regular
Play On Idaho,Georgia State,Idaho,10,24,12/2/2017,7.5,W,94.3,Visitor,2017-18,Regular
Play On Clemson,Clemson,Miami Florida,38,3,12/2/2017,-12.5,W,94.3,Neutral,2017-18,Regular
Play On Ohio State,Wisconsin,Ohio State,21,27,12/2/2017,-3.5,W,94.3,Neutral,2017-18,Regular
Play On Georgia,Auburn,Georgia,7,28,12/2/2017,-1.5,W,95.2,Neutral,2017-18,Regular
Play On Weber State,Southern Utah,Weber State,13,30,12/2/2017,2.5,W,95.2,Visitor,2017-18,Postseason
Play On Troy,Arkansas State,Troy,25,31,12/2/2017,-1,W,96.2,Visitor,2017-18,Regular
Play On South Alabama,New Mexico State,South Alabama,22,17,12/2/2017,12,W,97.1,Visitor,2017-18,Regular
Play On Fresno State,Boise State,Fresno State,17,14,12/2/2017,9.5,W,97.1,Visitor,2017-18,Regular
Play On Weber State,James Madison,Weber State,31,28,12/8/2017,13,W,90.9,Visitor,2017-18,Postseason
Play On Navy,Navy,Army,13,14,12/9/2017,-2.5,L,-100,Neutral,2017-18,Regular
Play On Wofford,North Dakota State,Wofford,42,10,12/9/2017,19.5,L,-100,Visitor,2017-18,Postseason
Play On Kennesaw State,Sam Houston State,Kennesaw State,34,27,12/9/2017,5,L,-100,Visitor,2017-18,Postseason
Play On New Hampshire,South Dakota State,New Hampshire,56,14,12/9/2017,20.5,L,-100,Visitor,2017-18,Postseason
Play On Army,Navy,Army,13,14,12/9/2017,2.5,W,90.9,Neutral,2017-18,Regular
Play On Sam Houston State,North Dakota State,Sam Houston State,55,13,12/15/2017,21,L,-100,Visitor,2017-18,Regular
Play On Mary Hardin-Baylor,Mount Union,Mary Hardin-Baylor,12,0,12/15/2017,-2,L,-100,Neutral,2017-18,Postseason
Play On Mount Union,Mount Union,Mary Hardin-Baylor,12,0,12/15/2017,2,W,94.3,Neutral,2017-18,Postseason
Play On Grambling State,Grambling State,North Carolina A&T,14,21,12/16/2017,6,L,-100,Neutral,2017-18,Postseason
Play On North Texas,Troy,North Texas,50,30,12/16/2017,4.5,L,-100,Neutral,2017-18,Postseason
Play On Western Kentucky,Western Kentucky,Georgia State,17,27,12/16/2017,-5,L,-100,Neutral,2017-18,Postseason
Play On Oregon,Boise State,Oregon,38,28,12/16/2017,-7,L,-100,Neutral,2017-18,Postseason
Play On Colorado State,Colorado State,Marshall,28,31,12/16/2017,-3,L,-100,Neutral,2017-18,Postseason
Play On Arkansas State,Arkansas State,Middle Tenn St,30,35,12/16/2017,-3,L,-100,Neutral,2017-18,Postseason
Play On South Dakota State,James Madison,South Dakota State,51,16,12/16/2017,0,L,-100,Visitor,2017-18,Postseason
Play On West Florida,Texas A&M Commerce,West Florida,37,27,12/16/2017,7.5,L,-100,Neutral,2017-18,Postseason
Play On Troy,Troy,North Texas,50,30,12/16/2017,-4.5,W,89.3,Neutral,2017-18,Postseason
Play On North Carolina A&T,Grambling State,North Carolina A&T,14,21,12/16/2017,-6,W,90.9,Neutral,2017-18,Postseason
Play On Texas A&M Commerce,Texas A&M Commerce,West Florida,37,27,12/16/2017,-7.5,W,95.2,Neutral,2017-18,Postseason
Play On Boise State,Boise State,Oregon,38,28,12/16/2017,7,W,98,Neutral,2017-18,Postseason
Play On Georgia State,Western Kentucky,Georgia State,17,27,12/16/2017,5,W,99,Neutral,2017-18,Postseason
Play On Marshall,Colorado State,Marshall,28,31,12/16/2017,3,W,100,Neutral,2017-18,Postseason
Play On Middle Tenn St,Arkansas State,Middle Tenn St,30,35,12/16/2017,3,W,107,Neutral,2017-18,Postseason
Play On Akron,Florida Atlantic,Akron,50,3,12/19/2017,23,L,-100,Visitor,2017-18,Postseason
Play On SMU,SMU,Louisiana Tech,10,51,12/20/2017,-4,L,-100,Neutral,2017-18,Postseason
Play On Louisiana Tech,SMU,Louisiana Tech,10,51,12/20/2017,4,W,89.3,Neutral,2017-18,Postseason
Play On Florida Intl,Florida Intl,Temple,3,28,12/21/2017,7,L,-100,Neutral,2017-18,Postseason
Play On Temple,Florida Intl,Temple,3,28,12/21/2017,-7,W,102,Neutral,2017-18,Postseason
Play On UAB,Ohio,UAB,41,6,12/22/2017,6.5,L,-100,Neutral,2017-18,Postseason
